conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code
Occupation,http://data.europa.eu/esco/occupation/b2cac4bc-abb7-41b3-a515-2ad006b8ebf6,7543,control panel tester,"electrical test technician
control panel inspection technician
electrical inspection and test  technician
electric control panel repairer
control tester
panels tester
inspector of control panels
technician expert in electrical control panels
electric control panel tester and repairer
tester of control panels
controls tester
panel tester
control panel testing technician
control panel testing technologist
panel wireman
electro-mechanical test technician
control panel test technician
electric control panel fault-finder
tester of electrical control panels
electrical control panel test technician
panel builder
control panel testing technology expert
control panel inspector
electric control panel tester
electrical control panel tester
electric control panel inspector and tester
control panel testing technology specialist",,released,2024-01-25T14:51:20.998Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",Control panel testers test the electrical control panels. They read blueprints to check if the wiring is connected correctly. Control panel testers use electrical measuring and testing equipment to detect malfunctions and may correct faulty wiring and components.,7543.4
Occupation,http://data.europa.eu/esco/occupation/53d55c80-6a82-4187-b59f-b737aa4cdaab,8153,leather goods stitching machine operator,,,released,2023-08-10T19:39:05.225Z,http://data.europa.eu/esco/regulated-professions/unregulated,"Includes joining, decorating and reinforcing pieces of leather good products using single, double or multiple-needle stitching machines.",,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Leather goods stitching machine operators join the cut pieces of leather and other materials to produce leather goods, using tools and a wide range of machines, such as flat bed, arm and one or two columns. They also handle tools and monitor machines for preparing the pieces to be stitched, and operate the machines. They select threads and needles for the stitching machines, place pieces in the working area, and operate with machine guiding parts under the needle, following seams, edges or markings or moving edges of parts against the guide.",8153.1.4
Occupation,http://data.europa.eu/esco/occupation/2412bbb1-29ca-4e17-a2b8-70694f0cb14f,2359,educational counsellor,"student advisor
counsellor in school
counselling student advisor
childrens' counsellor
study coordinator
counsellor in education institution
educational counselor
student counsellor
student services coordinator
vocational school counsellor
student guidance counsellor
education counsellor
student adviser
training adviser
study adviser
high-school counsellor
education institution counsellor
school counsellor
guidance counsellor",,released,2023-08-10T16:33:38.203Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Educational counsellors provide practical and emotional support to students in a educational institution, either in small groups, classrooms, or individually. They function as an accessible school official whom students may contact for a wide variety of issues. Educational counsellors may provide advice on personal problems such as social integration and behavioural issues, and on school-related matters such as composing adequate curriculum schedules, discussing test scores, and informing students on further education options. They may work closely with a school social worker and/or school psychologist and make referrals to other support services if necessary.",2359.8
Occupation,http://data.europa.eu/esco/occupation/c9d89e09-d57f-4980-9164-880e60711e97,1345,primary school head teacher,"primary education head teacher
primary school headteacher
primary school headmaster
head teacher of primary school
elementary school principal
primary school director
headteacher of primary school
headmaster of primary school
primary education headteacher
primary school principal
director of primary school",,released,2024-01-10T15:09:06.588Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Primary school head teachers manage the day-to-day activities of a primary school or elementary school. They manage staff, make decisions concerning admissions and are responsible for meeting curriculum standards, which are age-appropriate for primary school students and facilitate social and academic development education. They also ensure the school meets the national education requirements set by law.",1345.1.6
Occupation,http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc,5412,police officer,"state police officer
policewoman
law enforcement officer
police constable
public roads surveillance officer
constable
mounted police officer
policeman
railroad police officer
highway patrol officer
railway police officer
patrol officer
state trooper",,released,2024-01-23T09:45:10.405Z,http://data.europa.eu/esco/regulated-professions/unregulated,"Includes state <a resource=""http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">police officer</span></a>.",,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Police officers use investigation methods to prevent crime, to pursue and apprehend criminals, and protect the public from violent and criminal activities. They perform surveillance and patrol activities to prevent crimes and apprehend offenders. They provide support to victimised parties and the public at large, and fulfil administrative duties.",5412.1
Occupation,http://data.europa.eu/esco/occupation/976cbfcc-8958-4800-a435-71d15405a42a,2352,special educational needs teacher,"autism teacher
special education resource teacher
special educational needs professional
teacher in special education needs
teacher for hearing impaired children
special needs educator
SEN teacher
teacher of special educational needs
educator in special educational needs
special needs teacher
special education teacher",,released,2023-12-21T09:40:11.953Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Special educational needs teachers work with and teach children, young people, and adults with an intellectual or physical disability. They use a range of specialised concepts, strategies and tools to optimise learners' communication, mobility, autonomy, and social integration. They select teaching methods and support resources to enable individual learners to maximise their potential for independent living.",2352.1
Occupation,http://data.europa.eu/esco/occupation/1a7fb683-6544-4442-b54c-ec72ef468ff0,2654,video and motion picture director,"television director
film maker
series director
movie director
video director
motion picture director
TV director
animation supervisor
film director
television and motion picture director
animated movie director
adventure film maker
director
film-maker",,released,2024-01-25T11:28:53.264Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Video and motion picture directors are responsible for the overall production of a movie or television program. They edit and translate the script into audiovisual images. Video and motion picture directors supervise and manage the film crew. They convey their creative vision on the actors, audio and video equipment operators, lighting technicians, etc and direct them. Video and motion picture directors also supervise the editing of the footage.",2654.1.8
Occupation,http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9,1221,banking products manager,"electronic banking products manager
savings products manager
commercial banking products director
mortgage products manager
financial institution products manager
banking product manager
internet banking manager
credit cards product manager
credit products manager
bank products supervisor
internet banking executive
e-banking products manager
e-banking product executive
banking products director
senior banking products manager
commercial banking products manager
banking products analyst",,released,2024-01-25T12:13:34.747Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Banking products managers study the market of banking products and adapt the existing ones to the characteristics of this evolution or create new products to suit clients needs. They monitor and evaluate the performance indicators of these products and suggest improvements. Banking products managers assist with the sales and marketing strategy of the bank.,1221.2
Occupation,http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9,8160,clarifier,"oil extractor operative
clarifier machine controller
oil extractor operator
clarifier equipment operator",,released,2024-01-16T09:39:14.465Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Clarifiers operate equipment to remove sediments and moisture from oleo and oils. They heat clarifying tank with steam and strainers for the clarification process. They remove foreign matters from the surface of hot oleo or oil stacks using skimmers.,8160.19
Occupation,http://data.europa.eu/esco/occupation/35d41f4f-334b-452e-9e31-99f376302493,2152,optoelectronic engineer,"specialist in optoelectronics
optoelectronic engineering adviser
optoelectronic engineering consultant
engineer in optoelectronic systems
optoelectronic technology engineering expert
engineer in optoelectronics
optoelectronics specialist
optoelectronic technology engineering specialist
optoelectronic technology engineering adviser
opto-electronics engineer
optoelectronic technology engineering consultant
optoelectronic engineering expert
opto electronics engineer
opto-electronical engineer
senior optoelectronic engineer
optoelectronic systems engineer
optoelectronics engineer
optoelectronic engineering specialist
optoelectronic technology engineer
opto electronic engineer
optoelectronical engineer
opto electronical engineer
opto-electronic engineer
specialist in optoelectronic systems",,released,2024-01-26T15:39:43.027Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613","Optoelectronic engineers design and develop optoelectronic systems and devices, such as UV sensors, photodiodes, and LEDs. Optoelectronic engineering combines optical engineering with electronic engineering in the design of these systems and devices. They conduct research, perform analysis, test the devices, and supervise the research.",2152.1.11
Occupation,http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,1321,metal production manager,"metal development managers
facility manager
metal engineer
operations manager
metal development engineers
development engineer
metal planning engineer
plant manager
metal development experts
site manager",,released,2024-01-17T16:10:56.055Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Metal production managers organise and manage the day-to-day and long-term project work in a metal fabrication factory, to process basic metals into fabricated metals. They create and schedule production plans, recruit new staff, enforce safety and company policies, and strive for customer satisfaction through guaranteeing the product's quality.
",1321.2.1.8
Occupation,http://data.europa.eu/esco/occupation/adf9257e-78cb-467d-b259-59ed65bd7aed,3112,fire safety tester,"fire safety testing technologist
fire inspection testing technology expert
fire tester
fire inspection technician
fire safety testing technology expert
fire inspection testing technology specialist
fire safety testing technology specialist
fire safety testing technician
fire inspection testing technologist",,released,2024-01-26T14:07:33.673Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Fire safety testers conduct a variety of tests on materials such as building, transportation and textiles materials, as well as on fire prevention and fire fighting systems. They measures, among other things, the flame resistance and behaviour of materials under extreme circumstances.",3112.1.8
Occupation,http://data.europa.eu/esco/occupation/43c86ca8-7357-4e8e-9a1c-bae427f61c5e,8181,auger press operator,"auger extrusion press operator
auger press worker
flue tile press operator
drain tile press operator
auger press operative
sewer pipe press operator
manual control auger press operator
manual control auger press worker
auger press operative manual control
manual control auger press operative",,released,2024-01-16T09:37:45.172Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Auger press operators control and adjust an auger-press in order to perform clay forming, extrusion and cutting operations on products according to specifications.",8181.1
Occupation,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,2153,telecommunications engineer,"broadcast engineer
telecommunications designer
telecommunications technologist
communications designer
telecommunications engineers
communications engineer
transmission engineer
telecoms engineer
telecom engineer
information systems engineer
radio engineer",,released,2024-01-26T11:25:53.84Z,http://data.europa.eu/esco/regulated-professions/unregulated,Excludes people performing managerial activities.,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Telecommunications engineers design, build, test and maintain telecommunication systems and networks, including radio and broadcasting equipment.
They analyse customer needs and requirements, ensure that the equipment meets regulations, and prepare and present reports and proposals on telecommunication-related problems. Telecommunications engineers design and oversee the service delivery in all it's phases, supervising the installation and use of telecommunications equipment and facilities, preparing documentation and providing training for company staff once new equipment has been installed. ",2153.1
Occupation,http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742,2422,humanitarian advisor,"non governmental organisation officer
charity worker
humanitarian affairs officer
humanitarian affairs advisor
humanitarian assistance advisor
humanitarian consultant",,released,2024-01-16T14:38:27.001Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Humanitarian advisors ensure strategies to reduce the impact of humanitarian crises on a national and/or international level. They provide professional advice and support and this in collaboration with different partners.,2422.7
Occupation,http://data.europa.eu/esco/occupation/c2d36adb-ecf4-4823-980b-d84b0f11b2c8,2151,battery simulation engineer,"battery modeling specialist
battery simulation test expert
battery test development engineer
device test engineer
electronics product test engineer
battery test validation engineer
battery simulation specialist
sustaining engineer
battery calibration engineer
electrical failure analysis engineer",,released,2024-01-03T13:51:55.884Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Battery simulation engineers predict the performance of batteries and battery systems under different conditions using mathematical models and simulation tools. They work with a team of engineers and scientists to create accurate and reliable simulations of the battery systems, which can be used to analyze and optimize the design, performance, and safety of the batteries. They are responsible for developing and maintaining the simulation models, performing simulations and analyzing the results, and providing recommendations for design changes and improvements.",2151.3
Occupation,http://data.europa.eu/esco/occupation/4370b117-d9ec-424c-80de-fd92ba740f65,8342,road roller operator,"roller-compactor operator
rough roller operator
vibrating roller driver
ride on road roller operator
walk-behind roller operator
ride on roller driver
roller operator
roller operative
ride on roller operator
road roller driver
walk-behind road roller operator
roller-compactor driver
roller driver
vibrating roller operator",,released,2024-01-16T13:41:43.447Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Road roller operators work with equipment to compact a variety of materials, such as soil, gravel, concrete or asphalt, in the construction of roads and foundations. They walk behind, or sit on top of the road roller, depending on the type and size, and roll over the area to be compacted.",8342.7
Occupation,http://data.europa.eu/esco/occupation/a1acd539-c359-4af3-8a4a-07f1b611e368,9212,catcher,"poultry catcher
poultry gatherer
poultry herder
chicken gatherer
chicken catcher
chicken herder",,released,2023-10-24T12:25:47.44Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations",Catchers are specialists working at poultry farms to catch the poultry.,9212.1
Occupation,http://data.europa.eu/esco/occupation/6a3d3d28-0ab6-49b0-9a32-697e5e104bf1,2133,soil scientist,"soil testing technician
soil biologist
senior soil scientist
soil biology specialist
lead senior soil scientist
soil wetland scientist
soil analyst
acidity tester
soil technician",,released,2024-01-23T10:57:24.753Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Soil scientists research and study scientific disciplines concerning soil. They advise on how to improve soil quality to support nature, food production or human infrastructure using surveying techniques, irrigation techniques and erosion reduction measures. They make sure to conserve and restore land suffering from intense farming or human interaction.",2133.11
Occupation,http://data.europa.eu/esco/occupation/f4f671d5-208f-4423-a250-c049de8d9adc,2250,animal hydrotherapist,"animal hydrotherapists
veterinary hydrotherapist",,released,2024-01-25T10:18:57.286Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Animal hydrotherapists provide a therapeutic treatment following veterinary diagnosis or referral. They concentrate on use of water-resistance to treat conditions, assist post-operative recovery, give pre-operative exercises and enhance general fitness in accordance with national legislation.",2250.4.1
Occupation,http://data.europa.eu/esco/occupation/0ea36a48-a27d-4515-b61f-3cab395cf60f,3114,microelectronics engineering technician,"microelectronics technician
micro-electronics engineering technician
technician in microelectronic engineering
technologist in microelectronics
microelectronics process engineering technician
microelectronics technologist
technologist in microelectronic systems
microelectronic equipment technologist
microelectronic systems technologist",,released,2024-01-24T15:20:13.87Z,http://data.europa.eu/esco/regulated-professions/unregulated,"Excludes <a resource=""http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">microsystem engineering technician</span></a>. 
 Excludes people using materials such as quartz, plastics and ceramics.",,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Microelectronics engineering technicians collaborate with microelectronics engineers in the development of small electronic devices and components such as micro-processors, memory chips, and integrated circuits for machine and motor controls. Microelectronics engineering technicians are responsible for building, testing, and maintaining the microelectronic systems and devices.",3114.1.6
Occupation,http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,1219,corporate social responsibility manager,"corporate sustainability reporting manager
sustainability reporting manager
sustainable services manager
sustainability project manager
corporate responsibility director
corporate responsibility manager
chief sustainability officer
corporate sustainability director",,released,2024-01-16T14:39:32.436Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Corporate social responsibility managers monitor the practices of organisations and companies with regard to ethics and impact on the larger community. They advise on social responsibility and sustainability matters depending on the company's needs. Corporate social responsibility managers promote actions that are environmentally conscious, philanthropic or related to human rights.",1219.2
Occupation,http://data.europa.eu/esco/occupation/e9f0b7ae-c848-464e-af9d-55eb87a592e0,8122,anodising machine operator,"anodiser
anode treater operator
anodise machine operator
anode line operator
anode machine operative
anodising line technician
anode machine technician
anodising machine operative
anode treater
anode machine operator",,released,2024-01-23T10:09:49.845Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Anodising machine operators set up and tend anodising machines designed to provide otherwise finished metal workpieces, usually aluminum-based, with a durable, anodic oxide, corrosion-resistant finishing coat, by a electrolyctic passiviation process that increases the thickness of the natural oxide layer of the metal workpieces' surface.",8122.2
Occupation,http://data.europa.eu/esco/occupation/6f74ebc4-ab7e-42a8-ad94-921f3d0ef0c6,7126,sewerage network operative,"sewerage network repair operative
sewerage network clearing  operative
wastewater infrastructure operator
wastewater infrastructure operative
wastewater system operative
sewerage network operator
wastewater treatment works operative
wastewater distribution equipment operative
wastewater systems operative
wastewater network operative
sewerage system maintenance operative
sewerage network maintenance operative
sewerage network inspection operative",,released,2024-01-23T11:40:55.055Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Sewerage network operatives maintain sewerage systems which remove and transport wastewater and sewerage. They inspect pipes, pumping stations, and mains, looking for leaks or other faults, and repair any problems. They clear blockages, and perform maintenance duties, using network maps and specialised software.",7126.10
Occupation,http://data.europa.eu/esco/occupation/8a53f8d3-d995-4c7b-a70d-d79f76bdcb3f,2265,dietitian,"public health nutritionist
specialist dietician
dietician",,released,2024-01-25T10:41:03.348Z,http://data.europa.eu/esco/regulated-professions/unregulated,Includes people performing education activities to develop healthy and balanced food habits in people's daily lives.,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Dietitians assess specific nutritional requirements of populations or individuals throughout their lives and translate this into advice which will maintain, reduce risk to, or restore people’s health. Using evidence-based approaches, dietitians work to empower individuals, families and groups to provide or select food which is nutritionally adequate, safe, tasty and sustainable. Beyond healthcare, dietitians improve the nutritional environment for all through governments, industry, academia and research.",2265.1
Occupation,http://data.europa.eu/esco/occupation/5c082067-ea18-4ccb-8c43-e70b18ad8120,7223,computer numerical control machine operator,"CNC machinist
cnc programmer/machinist
CNC set up technician
cnc operator
cnc programmer
CNC set-up operative
CNC drill operator
CNC drill technician
CNC operator/machinist
CNC drill operative
CNC mill operator
CNC mill operative
CNC set-up operator
CNC drilling operator
CNC machine operative
CNC set up operative
CNC drilling operative
CNC programmer/machinist
CNC machine operator
cnc operator/machinist
CNC programmer
CNC set-up technician
cnc machinist
computer numerical control machine programmer/operator
CNC set up operator",,released,2024-01-16T16:15:29.417Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/occupations,
http://data.europa.eu/esco/concept-scheme/member-occupations","Computer numerical control machine operators set-up, maintain and control a computer numerical control machine in order to execute the product orders. They are responsible for programming the machines, ensuring the required parameters and measurements are met while maintaining the quality and safety standards.",7223.4
